,Unnamed: 0,Title,Date,Category,Link
213,213,Baltimore County Woman Sentenced For Impersonating Nurses And Aggravated Identity Theft,2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baltimore-county-woman-sentenced-for-impersonating-nurses-and-aggravated-identity-theft/
214,214,Alabama Doctor Pleads Guilty To $6 Million Telemedicine Health Care Fraud Scheme,2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alabama-doctor-pleads-guilty-to-6-million-telemedicine-health-care-fraud-scheme/
215,215,Repeat Offender Pleads Guilty To Health Care Fraud Scheme In New Hampshire,2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/repeat-offender-pleads-guilty-to-health-care-fraud-scheme-in-new-hampshire/
216,216,"ICYMI: Charges, Pleas, Sentencings And Settlements During The Recent Government Shutdown",2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/icymi-charges-pleas-sentencings-and-settlements-during-the-recent-government-shutdown/
217,217,Bradenton Woman Indicted For Passport Fraud And Theft Related To Government Funds,2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bradenton-woman-indicted-for-passport-fraud-and-theft-related-to-government-funds/
218,218,Telemarketing Company Operators Sentenced For Roles In Genetic Testing Fraud Scheme,2025-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemarketing-company-operators-sentenced-for-roles-in-genetic-testing-fraud-scheme/
224,224,Business Owner Sentenced to More Than Five Years in Prison for Fraud and Money Laundering Schemes,2025-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/business-owner-sentenced-to-more-than-five-years-in-prison-for-fraud-and-money-laundering-schemes/
231,231,Federal Grand Jury returns Second Superseding Indictment against Memphis Gynecologist,2025-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-grand-jury-returns-second-superseding-indictment-against-memphis-gynecologist/
246,246,Four More Charged In $110 Million Hospice Fraud Scheme,2025-10-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-more-charged-in-110-million-hospice-fraud-scheme/
249,249,Bucks County Home Care Company And Its Owners And Managers Charged In Alleged Health Care Fraud Scheme,2025-10-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bucks-county-home-care-company-and-its-owners-and-managers-charged-in-alleged-health-care-fraud-scheme/
264,264,Clinic Owner Arrested In Multimillion-Dollar Fraud Scheme Involving Non-Existent Psychotherapy Services,2025-10-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinic-owner-arrested-in-multimillion-dollar-fraud-scheme-involving-non-existent-psychotherapy-services/
267,267,Five San Fernando Valley Street Gang Affiliates Arrested on Federal Complaint Alleging Murder-for-Hire Plot Against Local Crime Boss,2025-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-san-fernando-valley-street-gang-affiliates-arrested-on-federal-complaint-alleging-murder-for-hire-plot-against-local-crime-boss/
270,270,Owner of Mail Order Pharmacies Settles False Claims Act Investigation Involving Allegations of Fraudulent Billing Practices and Kickbacks,2025-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-mail-order-pharmacies-settles-false-claims-act-investigation-involving-allegations-of-fraudulent-billing-practices-and-kickbacks/
271,271,Semler Scientific Inc. and Bard Peripheral Vascular Inc. to Pay Nearly $37 Million to Resolve False Claims Act Allegations Relating to FloChec and QuantaFlo Devices,2025-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/semler-scientific-inc-and-bard-peripheral-vascular-inc-to-pay-nearly-37m-to-resolve-false-claims-act-allegations-relating-to-flochec-and-quantaflo-devices/
276,276,Pharmacy Owner and Pharmacists Sentenced for Pill Mill Scheme Involving Hundreds of Thousands of Opioid Pills,2025-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-pharmacists-sentenced-for-pill-mill-scheme-involving-hundreds-of-thousands-of-opioid-pills/
279,279,First Defendant Charged in Autism Fraud Scheme,2025-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/first-defendant-charged-in-autism-fraud-scheme/
280,280,Reno Doctor Arrested And Indicted For Health Care Fraud,2025-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/reno-doctor-arrested-and-indicted-for-health-care-fraud/
281,281,"Southfield Doctor Sentenced to Six Years in Prison for Illegally Prescribing More Than 200,000 Opioid pills worth more than $5.2 million",2025-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southfield-doctor-sentenced-to-six-years-in-prison-for-illegally-prescribing-more-than-200000-opioid-pills-worth-more-than-52-million/
286,286,Justice Department Expands Health Care Fraud Unit to Target Health Care Fraud in Massachusetts,2025-09-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-expands-health-care-fraud-unit-to-target-health-care-fraud-in-massachusetts/
287,287,Physician Sentenced to 14 Years for Illegal Distribution of Opioids and Health Care Fraud Conspiracies,2025-09-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-to-14-years-for-illegal-distribution-of-opioids-and-health-care-fraud-conspiracies/
289,289,Fresno County Podiatrist and Sales Representative Plead Guilty to Conspiracy to Submit False Claims Related to Skin Grafts,2025-09-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fresno-county-podiatrist-and-sales-representative-plead-guilty-to-conspiracy-to-submit-false-claims-related-to-skin-grafts/
292,292,Marketer Sentenced for $11.5M Genetic Testing Fraud and Kickback Scheme,2025-09-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marketer-sentenced-for-115m-genetic-testing-fraud-and-kickback-scheme/
295,295,Defendants Charged in First Wave of Housing Stabilization Fraud Cases,2025-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/defendants-charged-in-first-wave-of-housing-stabilization-fraud-cases/
296,296,Guatemalan National Illegally Residing in the United States Indicted on Fraud Charges Related to the Sponsorship of Unaccompanied Alien Child,2025-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/guatemalan-national-illegally-residing-in-the-united-states-indicted-on-fraud-charges-related-to-the-sponsorship-of-unaccompanied-alien-child/
299,299,U.S. Attorney’s Office Seeks Potential Victims in Case Against St. Louis Doctor and Staff,2025-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-seeks-potential-victims-in-case-against-st-louis-doctor-and-staff/
300,300,Two Florida Men Charged for $34.8M Fraud Scheme Targeting Medicare Beneficiaries,2025-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-florida-men-charged-for-348m-fraud-scheme-targeting-medicare-beneficiaries/
301,301,United States Files Suit Against California-Based Health Plan for Alleged False Claims to California’s Medicaid Program,2025-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-suit-against-california-based-health-plan-for-alleged-false-claims-to-californias-medicaid-program/
302,302,Exactech Agrees to Pay $8 Million to Resolve False Claims Act Allegations for Selling Defective Knee Implant Devices,2025-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/exactech-agrees-to-pay-8-million-to-resolve-false-claims-act-allegations-for-selling-defective-knee-implant-devices/
303,303,"Medical Device Company Exactech, Inc. Agrees to Pay $8 Million for Selling Allegedly Defective Knee Implant Devices",2025-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-company-exactech-inc-agrees-to-pay-8-million-for-selling-allegedly-defective-knee-implant-devices/
304,304,Roanoke Home Health Care Attendant Pleads Guilty to Health Care Fraud,2025-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/roanoke-home-health-care-attendant-pleads-guilty-to-health-care-fraud/
305,305,Three More Plead Guilty In 1st Adult N Pediatric Healthcare Fraud Case,2025-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-more-plead-guilty-in-1st-adult-n-pediatric-healthcare-fraud-case/
307,307,Fraud Charges Filed Against 12 Defendants in Phase II of Operation Nightingale,2025-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fraud-charges-filed-against-12-defendants-in-phase-ii-of-operation-nightingale/
310,310,Former Home Health Care Operator Settles Fraud Allegations Of Billing Federal Health Care Programs For Services Performed By Unlicensed Foreign Doctors,2025-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-home-health-care-operator-settles-fraud-allegations-of-billing-federal-health-care-programs-for-services-performed-by-unlicensed-foreign-doctors/
311,311,Former Louisiana Department Of Education Employee Pleads Guilty To Conspiracy To Commit Wire Fraud,2025-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-louisiana-department-of-education-employee-pleads-guilty-to-conspiracy-to-commit-wire-fraud/
312,312,Louisiana Chiropractor Sentenced to Seven Years in Prison for Health Care Fraud and Unemployment Insurance Fraud Schemes,2025-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/louisiana-chiropractor-sentenced-to-seven-years-in-prison-for-health-care-fraud-and-unemployment-insurance-fraud-schemes/
316,316,Clay County Pharmacy Investigation and Prosecution Ends in Guilty Pleas,2025-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clay-county-pharmacy-investigation-and-prosecution-ends-in-guilty-pleas/
317,317,Oklahoma City Daycare Owner Convicted of Obstructing Audit and Embezzling Funds Meant for Childcare,2025-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-daycare-owner-convicted-of-obstructing-audit-and-embezzling-funds-meant-for-childcare/
321,321,Maryland Woman Arraigned for Defrauding the D.C. Medicaid Program,2025-09-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-woman-arraigned-for-defrauding-the-dc-medicaid-program/
322,322,Florida Man Sentenced to 24 Months for Laundering Proceeds of Health Care Fraud Scheme,2025-09-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-24-months-for-laundering-proceeds-of-health-care-fraud-scheme/
323,323,Georgia Woman Sentenced for $1 Million Wire Fraud,2025-09-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-woman-sentenced-for-1-million-wire-fraud/
325,325,St. Louis Area Doctor Sentenced to 70 Months in Prison,2025-09-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-area-doctor-sentenced-to-70-months-in-prison/
326,326,Owner of Facility for Intellectually Disabled Adults Pleads Guilty to Health Care Fraud,2025-09-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-facility-for-intellectually-disabled-adults-pleads-guilty-to-health-care-fraud/
327,327,Owners of 1st Adult N Pediatric Healthcare Pled Guilty,2025-09-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-1st-adult-n-pediatric-healthcare-pled-guilty/
328,328,"Laboratory CEO, Marketers, and Physicians to Pay Over $6M to Settle Allegations of Management Service Organization and other Lab Testing Kickbacks",2025-09-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-ceo-marketers-and-physicians-to-pay-over-6m-to-settle-allegations-of-management-service-organization-and-other-lab-testing-kickbacks/
334,334,Caregiver Who Abused Vulnerable Adult in His Care Gets Sentenced,2025-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/caregiver-who-abused-vulnerable-adult-in-his-care-gets-sentenced/
340,340,Rosedale Woman Sentenced for Conspiracy to Distribute Controlled Substances and Money Laundering,2025-09-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rosedale-woman-sentenced-for-conspiracy-to-distribute-controlled-substances-and-money-laundering/
341,341,Martinsville Doctor Sentenced to 40 Years for Drug Distribution,2025-09-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/martinsville-doctor-sentenced-to-40-years-for-drug-distribution/
342,342,"United States Intervenes and Sues ProMedica Health System, Inc. and Its Affiliates for Providing Grossly Substandard Nursing Home Services",2025-09-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-intervenes-and-sues-promedica-health-system-inc-and-its-affiliates-for-providing-grossly-substandard-nursing-home-services/
343,343,Middletown Resident Charged in Health Care Fraud Scheme Involving Durable Medical Equipment,2025-08-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/middletown-resident-charged-in-health-care-fraud-scheme-involving-durable-medical-equipment/
344,344,Convicted Opioid Pill Mill Doctor Must Forfeit Property And Pay Restitution,2025-08-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-opioid-pill-mill-doctor-must-forfeit-property-and-pay-restitution/
345,345,Owner of California Blood Testing Laboratory Pleads Guilty to Tax and Health Care Related Crimes,2025-08-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-california-blood-testing-laboratory-pleads-guilty-to-tax-and-health-care-related-crimes/
346,346,Home health agency owner sentenced to more than six years in Medicare fraud and identity theft scheme,2025-08-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-sentenced-to-more-than-six-years-in-medicare-fraud-and-identity-theft-scheme/
349,349,"Louisville Physician Agrees to Pay $250,000 to Settle False Claims Act Allegations",2025-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/louisville-physician-agrees-to-pay-250000-to-settle-false-claims-act-allegations/
350,350,Danville Woman Sentenced for Health Care Fraud,2025-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/danville-woman-sentenced-for-health-care-fraud/
351,351,Maryland Woman Pleads Guilty to Conspiracy to Commit Healthcare Fraud,2025-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-woman-pleads-guilty-to-conspiracy-to-commit-healthcare-fraud/
355,355,Compliance Director and Office Manager of Substance Abuse Company Convicted in Scheme to Pay Medicaid Kickbacks to Patients,2025-08-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compliance-director-and-office-manager-of-substance-abuse-company-convicted-in-scheme-to-pay-medicaid-kickbacks-to-patients/
362,362,"Mississippi Medicaid Recipients Agree To Pay Over $170,000 To Resolve False Claims Act Allegations Of Health Care Benefits Fraud",2025-08-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-medicaid-recipients-agree-to-pay-over-170000-to-resolve-false-claims-act-allegations-of-health-care-benefits-fraud/
366,366,Brooklyn Cardiologist Sentenced To 37 Months In Prison In Connection With Health Care Fraud And Bribery Scheme,2025-08-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-sentenced-to-37-months-in-prison-in-connection-with-health-care-fraud-and-bribery-scheme/
